NUTS3;CODE
'LT011';'04113'
'LT011';'04114'
'LT011';'04115'
'LT011';'04116'
'LT011';'04117'
'LT011';'04118'
'LT011';'04119'
'LT011';'04120'
'LT011';'04121'
'LT011';'04122'
'LT011';'04123'
'LT011';'04124'
'LT011';'04125'
'LT011';'04126'
'LT011';'04127'
'LT011';'04128'
'LT011';'04129'
'LT011';'04130'
'LT011';'04131'
'LT011';'04132'
'LT011';'04133'
'LT011';'04134'
'LT011';'04135'
'LT011';'04136'
'LT011';'04137'
'LT011';'04138'
'LT011';'04139'
'LT011';'04200'
'LT011';'04201'
'LT011';'04202'
'LT011';'04203'
'LT011';'04204'
'LT011';'04205'
'LT011';'04206'
'LT011';'04207'
'LT011';'04208'
'LT011';'04209'
'LT011';'04210'
'LT011';'04211'
'LT011';'04212'
'LT011';'04213'
'LT011';'04214'
'LT011';'04215'
'LT011';'04216'
'LT011';'04217'
'LT011';'04218'
'LT011';'04219'
'LT011';'04220'
'LT011';'04221'
'LT011';'04222'
'LT011';'04223'
'LT011';'04224'
'LT011';'04225'
'LT011';'04226'
'LT011';'04228'
'LT011';'04229'
'LT011';'04230'
'LT011';'04231'
'LT011';'04232'
'LT011';'04233'
'LT011';'04234'
'LT011';'04300'
'LT011';'04301'
'LT011';'04302'
'LT011';'04303'
'LT011';'04304'
'LT011';'04305'
'LT011';'04306'
'LT011';'04307'
'LT011';'04308'
'LT011';'04309'
'LT011';'04310'
'LT011';'04311'
'LT011';'04312'
'LT011';'04313'
'LT011';'04314'
'LT011';'04315'
'LT011';'04316'
'LT011';'04317'
'LT011';'04318'
'LT011';'04319'
'LT011';'04320'
'LT011';'04321'
'LT011';'04322'
'LT011';'04323'
'LT011';'04324'
'LT011';'04325'
'LT011';'04326'
'LT011';'04327'
'LT011';'04328'
'LT011';'04329'
'LT011';'04330'
'LT011';'04331'
'LT011';'04332'
'LT011';'04333'
'LT011';'04334'
'LT011';'04335'
'LT011';'04336'
'LT011';'04337'
'LT011';'04338'
'LT011';'04339'
'LT011';'04340'
'LT011';'04341'
'LT011';'04342'
'LT011';'04343'
'LT011';'04344'
'LT011';'04345'
'LT011';'04346'
'LT011';'04347'
'LT011';'04348'
'LT011';'04349'
'LT011';'04350'
'LT011';'04351'
'LT011';'04352'
'LT011';'05001'
'LT011';'05009'
'LT011';'05100'
'LT011';'05101'
'LT011';'05102'
'LT011';'05103'
'LT011';'05104'
'LT011';'05105'
'LT011';'05106'
'LT011';'05107'
'LT011';'05108'
'LT011';'05109'
'LT011';'05110'
'LT011';'05111'
'LT011';'05112'
'LT011';'05113'
'LT011';'05114'
'LT011';'05115'
'LT011';'05116'
'LT011';'05117'
'LT011';'05118'
'LT011';'05119'
'LT011';'05120'
'LT011';'05121'
'LT011';'05122'
'LT011';'05123'
'LT011';'05124'
'LT011';'05125'
'LT011';'05126'
'LT011';'05127'
'LT011';'05128'
'LT011';'05129'
'LT011';'05130'
'LT011';'05131'
'LT011';'05200'
'LT011';'05201'
'LT011';'05202'
'LT011';'05203'
'LT011';'05204'
'LT011';'05205'
'LT011';'05206'
'LT011';'05207'
'LT011';'05208'
'LT011';'05209'
'LT011';'05210'
'LT011';'05211'
'LT011';'05212'
'LT011';'05213'
'LT011';'05214'
'LT011';'05215'
'LT011';'05216'
'LT011';'05217'
'LT011';'05218'
'LT011';'05219'
'LT011';'05220'
'LT011';'05221'
'LT011';'05222'
'LT011';'05223'
'LT011';'05224'
'LT011';'05225'
'LT011';'05226'
'LT011';'05227'
'LT011';'05228'
'LT011';'05229'
'LT011';'05230'
'LT011';'05231'
'LT011';'05232'
'LT011';'05233'
'LT011';'05234'
'LT011';'05235'
'LT011';'05236'
'LT011';'05237'
'LT011';'05238'
'LT011';'05239'
'LT011';'05240'
'LT011';'05241'
'LT011';'05242'
'LT011';'05243'
'LT011';'05244'
'LT011';'05245'
'LT011';'05246'
'LT011';'05247'
'LT011';'05248'
'LT011';'05249'
'LT011';'05250'
'LT011';'05251'
'LT011';'05252'
'LT011';'05253'
'LT011';'05254'
'LT011';'05255'
'LT011';'05256'
'LT011';'05257'
'LT011';'05258'
'LT011';'05259'
'LT011';'05260'
'LT011';'05261'
'LT011';'05262'
'LT011';'05263'
'LT011';'05264'
'LT011';'05265'
'LT011';'05266'
'LT011';'05267'
'LT011';'05268'
'LT011';'05269'
'LT011';'05270'
'LT011';'05271'
'LT011';'05272'
'LT011';'05273'
'LT011';'06001'
'LT011';'06005'
'LT011';'06100'
'LT011';'06101'
'LT011';'06102'
'LT011';'06103'
'LT011';'06104'
'LT011';'06105'
'LT011';'06106'
'LT011';'06107'
'LT011';'06108'
'LT011';'06109'
'LT011';'06110'
'LT011';'06111'
'LT011';'06112'
'LT011';'06113'
'LT011';'06114'
'LT011';'06115'
'LT011';'06116'
'LT011';'06117'
'LT011';'06118'
'LT011';'06119'
'LT011';'06120'
'LT011';'06121'
'LT011';'06122'
'LT011';'06123'
'LT011';'06124'
'LT011';'06125'
'LT011';'06126'
'LT011';'06127'
'LT011';'06128'
'LT011';'06129'
'LT011';'06130'
'LT011';'06131'
'LT011';'06132'
'LT011';'06133'
'LT011';'06134'
'LT011';'06135'
'LT011';'06136'
'LT011';'06137'
'LT011';'06138'
'LT011';'06139'
'LT011';'06140'
'LT011';'06141'
'LT011';'06142'
'LT011';'06143'
'LT011';'06144'
'LT011';'06145'
'LT011';'06146'
'LT011';'06152'
'LT011';'06153'
'LT011';'06154'
'LT011';'06155'
'LT011';'06156'
'LT011';'06200'
'LT011';'06201'
'LT011';'06202'
'LT011';'06203'
'LT011';'06204'
'LT011';'06205'
'LT011';'06206'
'LT011';'06207'
'LT011';'06208'
'LT011';'06209'
'LT011';'06210'
'LT011';'06211'
'LT011';'06212'
'LT011';'06213'
'LT011';'06214'
'LT011';'06215'
'LT011';'06216'
'LT011';'06217'
'LT011';'06218'
'LT011';'06219'
'LT011';'06220'
'LT011';'06221'
'LT011';'06222'
'LT011';'06223'
'LT011';'06224'
'LT011';'06225'
'LT011';'06226'
'LT011';'06227'
'LT011';'06228'
'LT011';'06229'
'LT011';'06230'
'LT011';'06231'
'LT011';'06232'
'LT011';'06234'
'LT011';'06236'
'LT011';'06237'
'LT011';'06238'
'LT011';'06242'
'LT011';'06244'
'LT011';'06245'
'LT011';'06250'
'LT011';'06255'
'LT011';'06256'
'LT011';'06257'
'LT011';'06258'
'LT011';'06261'
'LT011';'06262'
'LT011';'06264'
'LT011';'06267'
'LT011';'06268'
'LT011';'06269'
'LT011';'06279'
'LT011';'06280'
'LT011';'06281'
'LT011';'06282'
'LT011';'06284'
'LT011';'06285'
'LT011';'06286'
'LT011';'06287'
'LT011';'06288'
'LT011';'06289'
'LT011';'06300'
'LT011';'06301'
'LT011';'06302'
'LT011';'06303'
'LT011';'06304'
'LT011';'06305'
'LT011';'06306'
'LT011';'06307'
'LT011';'06308'
'LT011';'06309'
'LT011';'06310'
'LT011';'06311'
'LT011';'06312'
'LT011';'06313'
'LT011';'06314'
'LT011';'06315'
'LT011';'06316'
'LT011';'06317'
'LT011';'06318'
'LT011';'06319'
'LT011';'06320'
'LT011';'06321'
'LT011';'06322'
'LT011';'06323'
'LT011';'06324'
'LT011';'06325'
'LT011';'06326'
'LT011';'06327'
'LT011';'06328'
'LT011';'06329'
'LT011';'06331'
'LT011';'06332'
'LT011';'06333'
'LT011';'06334'
'LT011';'07001'
'LT011';'07004'
'LT011';'07100'
'LT011';'07101'
'LT011';'07102'
'LT011';'07103'
'LT011';'07104'
'LT011';'07105'
'LT011';'07106'
'LT011';'07107'
'LT011';'07108'
'LT011';'07109'
'LT011';'07110'
'LT011';'07111'
'LT011';'07112'
'LT011';'07113'
'LT011';'07114'
'LT011';'07115'
'LT011';'07116'
'LT011';'07117'
'LT011';'07118'
'LT011';'07119'
'LT011';'07120'
'LT011';'07121'
'LT011';'07122'
'LT011';'07123'
'LT011';'07124'
'LT011';'07125'
'LT011';'07126'
'LT011';'07127'
'LT011';'07128'
'LT011';'07129'
'LT011';'07130'
'LT011';'07131'
'LT011';'07132'
'LT011';'07133'
'LT011';'07134'
'LT011';'07135'
'LT011';'07136'
'LT011';'07137'
'LT011';'07138'
'LT011';'07139'
'LT011';'07140'
'LT011';'07141'
'LT011';'07142'
'LT011';'07143'
'LT011';'07144'
'LT011';'07145'
'LT011';'07146'
