DATAFLOW,LAST UPDATE,freq,unit,NUTS2,TIME_PERIOD,POP_DICHTE,OBS_FLAG
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2008,186.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2009,185.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2010,184.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2011,183.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2012,183.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2013,182.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2014,182.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2015,183.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2016,185.8,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2017,186.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2018,186.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB1,2019,186.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2008,104.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2009,104.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2010,104.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2011,105.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2012,105.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2013,105.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2014,105.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2015,107.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2016,108.3,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2017,107.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2018,108.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB2,2019,108.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2008,294.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2009,293.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2010,293.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2011,299.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2012,291.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2013,291.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2014,292.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2015,295.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2016,300.0,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2017,301.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2018,302.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEB3,2019,303.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2008,402.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2009,399.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2010,397.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2011,389.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2012,387.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2013,386.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2014,385.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2015,386.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2016,388.4,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2017,388.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2018,386.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEC0,2019,385.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2008,207.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2009,206.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2010,205.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2011,200.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2012,200.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2013,200.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2014,200.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2015,201.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2016,206.1,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2017,205.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2018,205.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED2,2019,205.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED4,2011,229.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED4,2012,227.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED4,2013,226.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED4,2014,224.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED4,2015,224.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED4,2016,224.3,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED4,2017,222.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED4,2018,221.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED4,2019,219.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED5,2011,244.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED5,2012,245.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED5,2013,247.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED5,2014,249.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED5,2015,253.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED5,2016,262.2,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED5,2017,264.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED5,2018,266.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DED5,2019,268.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2008,117.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2009,115.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2010,114.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2011,111.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2012,110.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2013,110.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2014,109.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2015,109.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2016,110.7,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2017,110.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2018,109.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEE0,2019,108.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2008,179.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2009,179.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2010,179.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2011,177.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2012,177.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2013,177.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2014,178.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2015,180.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2016,186.3,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2017,187.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2018,187.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEF0,2019,188.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2008,140.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2009,139.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2010,138.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2011,135.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2012,134.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2013,133.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2014,133.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2015,133.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2016,134.1,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2017,133.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2018,133.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DEG0,2019,132.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2008,645.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2009,652.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2010,659.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2011,670.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2012,676.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2013,681.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2014,687.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2015,695.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2016,738.5,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2017,745.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2018,751.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK01,2019,756.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2008,112.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2009,112.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2010,112.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2011,113.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2012,113.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2013,113.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2014,113.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2015,114.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2016,117.3,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2017,117.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2018,118.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK02,2019,118.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2008,98.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2009,98.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2010,98.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2011,97.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2012,98.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2013,98.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2014,98.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2015,98.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2016,101.3,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2017,101.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2018,101.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK03,2019,102.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2008,94.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2009,95.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2010,95.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2011,97.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2012,97.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2013,98.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2014,98.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2015,99.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2016,101.7,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2017,102.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2018,103.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK04,2019,103.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2008,73.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2009,73.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2010,73.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2011,73.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2012,73.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2013,73.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2014,73.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2015,74.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2016,76.0,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2017,76.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2018,76.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,DK05,2019,76.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2008,30.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2009,30.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2010,30.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2011,30.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2012,30.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2013,30.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2014,30.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2015,30.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2016,30.3,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2017,30.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2018,30.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EE00,2019,30.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2008,1049.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2009,1051.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2010,1050.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2011,1043.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2012,1032.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2013,1019.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2014,1007.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2015,999.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2016,992.5,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2017,989.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2018,989.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL30,2019,987.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2008,52.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2009,52.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2010,52.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2011,52.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2012,51.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2013,51.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2014,51.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2015,51.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2016,52.4,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2017,54.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2018,56.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL41,2019,59.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2008,62.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2009,62.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2010,63.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2011,63.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2012,63.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2013,63.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2014,63.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2015,63.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2016,63.7,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2017,64.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2018,65.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL42,2019,66.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2008,73.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2009,74.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2010,75.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2011,75.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2012,75.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2013,75.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2014,75.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2015,75.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2016,75.9,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2017,76.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2018,76.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL43,2019,76.5,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2008,43.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2009,43.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2010,43.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2011,43.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2012,43.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2013,43.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2014,42.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2015,43.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2016,42.9,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2017,42.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2018,42.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL51,2019,42.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2008,101.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2009,101.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2010,101.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2011,100.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2012,100.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2013,99.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2014,99.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2015,100.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2016,99.6,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2017,99.4,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2018,101.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL52,2019,101.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2008,31.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2009,31.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2010,30.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2011,30.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2012,29.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2013,29.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2014,29.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2015,29.7,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2016,29.5,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2017,29.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2018,29.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL53,2019,28.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2008,38.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2009,38.0,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2010,38.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2011,37.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2012,37.6,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2013,37.3,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2014,37.1,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2015,37.2,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2016,37.0,b
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2017,36.9,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2018,36.8,
ESTAT:TGS00024(1.0),20/08/21 23:00:00,A,PER_KM2,EL54,2019,36.8,
