DATAFLOW,LAST UPDATE,freq,unit,LAND,TIME_PERIOD,EMISSIONEN,OBS_FLAG
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2001,100.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2002,98.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2003,101.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2004,97.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2005,89.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2006,89.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2007,89.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2008,89.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2009,85.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2010,83.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2011,82.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2012,80.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2013,79.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2014,78.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2015,78.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2016,79.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2017,78.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2018,77.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2019,77.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,HU,2020,75.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2001,99.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2002,95.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2003,101.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2004,98.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2005,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2006,98.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2007,94.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2008,96.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2009,90.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2010,90.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2011,90.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2012,89.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2013,90.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2014,88.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2015,87.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2016,86.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2017,85.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2018,83.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2019,79.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IE,2020,81.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2001,98.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2002,100.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2003,100.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2004,105.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2005,98.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2006,81.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2007,73.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2008,60.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2009,56.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2010,56.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2011,49.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2012,48.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2013,45.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2014,45.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2015,48.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2016,49.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2017,48.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2018,44.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2019,44.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IS,2020,42.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2001,99.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2002,100.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2003,99.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2004,99.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2005,97.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2006,97.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2007,96.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2008,95.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2009,91.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2010,92.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2011,92.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2012,92.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2013,87.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2014,87.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2015,87.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2016,87.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2017,83.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2018,83.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2019,81.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,IT,2020,80.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2001,93.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2002,87.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2003,83.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2004,87.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2005,98.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2006,100.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2007,94.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2008,92.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2009,93.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2010,124.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2011,112.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2012,111.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2013,111.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2014,107.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2015,105.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2016,106.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2017,100.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2018,102.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2019,102.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LT,2020,104.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2001,101.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2002,105.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2003,106.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2004,108.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2005,108.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2006,108.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2007,104.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2008,103.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2009,105.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2010,104.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2011,105.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2012,105.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2013,103.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2014,100.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2015,96.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2016,93.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2017,91.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2018,91.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2019,92.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LU,2020,87.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2001,98.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2002,99.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2003,95.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2004,93.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2005,92.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2006,94.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2007,95.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2008,94.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2009,89.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2010,96.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2011,91.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2012,84.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2013,84.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2014,82.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2015,85.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2016,86.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2017,83.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2018,83.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2019,83.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,LV,2020,81.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2001,96.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2002,104.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2003,104.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2004,96.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2005,91.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2006,91.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2007,91.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2008,90.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2009,91.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2010,88.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2011,88.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2012,89.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2013,86.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2014,85.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2015,70.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2016,60.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2017,59.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2018,58.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2019,58.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,MT,2020,67.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2001,100.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2002,99.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2003,98.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2004,97.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2005,96.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2006,95.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2007,95.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2008,98.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2009,97.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2010,97.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2011,96.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2012,94.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2013,95.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2014,96.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2015,98.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2016,97.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2017,94.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2018,93.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2019,92.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NL,2020,87.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2001,98.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2002,105.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2003,101.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2004,94.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2005,90.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2006,91.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2007,102.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2008,84.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2009,86.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2010,85.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2011,96.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2012,86.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2013,82.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2014,94.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2015,93.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2016,95.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2017,88.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2018,87.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2019,89.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,NO,2020,87.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2001,99.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2002,98.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2003,99.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2004,100.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2005,99.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2006,97.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2007,97.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2008,94.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2009,95.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2010,93.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2011,92.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2012,94.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2013,92.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2014,92.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2015,92.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2016,90.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2017,90.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2018,86.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2019,83.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PL,2020,82.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2001,99.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2002,102.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2003,96.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2004,97.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2005,98.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2006,96.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2007,91.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2008,90.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2009,89.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2010,84.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2011,85.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2012,88.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2013,84.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2014,82.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2015,86.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2016,85.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2017,89.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2018,85.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2019,78.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,PT,2020,76.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2001,103.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2002,100.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2003,100.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2004,97.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2005,97.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2006,96.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2007,100.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2008,100.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2009,98.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2010,93.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2011,98.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2012,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2013,97.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2014,95.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2015,94.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2016,92.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2017,91.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2018,91.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2019,88.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,RO,2020,86.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2001,95.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2002,95.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2003,99.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2004,93.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2005,90.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2006,92.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2007,91.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2008,88.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2009,93.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2010,91.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2011,83.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2012,79.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2013,77.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2014,74.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2015,79.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2016,74.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2017,71.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2018,69.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2019,68.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SE,2020,68.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2001,101.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2002,103.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2003,99.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2004,99.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2005,96.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2006,98.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2007,98.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2008,98.9,
