DATAFLOW,LAST UPDATE,freq,product,currency,unit,indic_en,LAND,TIME_PERIOD,PRICE,OBS_FLAG
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BA,2017,0.0859,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BA,2018,0.0864,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BA,2019,0.0873,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BA,2020,0.0870,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BA,2021,0.0875,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2010,0.1959,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2011,0.2136,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2012,0.2327,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2013,0.2173,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2014,0.2097,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2015,0.2126,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2016,0.2544,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2017,0.2857,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2018,0.2824,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2019,0.2839,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2020,0.2792,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BE,2021,0.2702,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2010,0.0813,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2011,0.0826,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2012,0.0846,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2013,0.0924,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2014,0.0832,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2015,0.0942,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2016,0.0956,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2017,0.0955,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2018,0.0979,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2019,0.0997,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2020,0.0997,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,BG,2021,0.1024,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2010,0.1858,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2011,0.2050,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2012,0.2781,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2013,0.2760,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2014,0.2291,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2015,0.1957,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2016,0.1527,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2017,0.1863,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2018,0.1893,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2019,0.2203,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2020,0.2133,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CY,2021,0.1976,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2010,0.1496,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2011,0.1659,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2012,0.1664,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2013,0.1681,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2014,0.1388,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2015,0.1385,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2016,0.1420,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2017,0.1438,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2018,0.1573,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2019,0.1748,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2020,0.1841,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,CZ,2021,0.1802,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2010,0.2375,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2011,0.2528,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2012,0.2595,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2013,0.2919,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2014,0.2981,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2015,0.2951,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2016,0.2969,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2017,0.3048,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2018,0.2987,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2019,0.3088,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2020,0.3043,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DE,2021,0.3193,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2010,0.2670,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2011,0.2908,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2012,0.2997,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2013,0.3000,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2014,0.3042,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2015,0.3068,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2016,0.3088,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2017,0.3049,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2018,0.3126,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2019,0.2984,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2020,0.2833,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,DK,2021,0.2900,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2010,0.1761,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2011,0.1893,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2012,0.1972,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2013,0.2112,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2014,0.2161,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2015,0.2199,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2016,0.2162,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2017,0.2208,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2018,0.2220,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2019,0.2295,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2020,0.2263,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EA,2021,0.2322,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2010,0.0970,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2011,0.0973,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2012,0.1096,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2013,0.1351,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2014,0.1307,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2015,0.1302,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2016,0.1208,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2017,0.1207,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2018,0.1348,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2019,0.1357,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2020,0.1236,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EE,2021,0.1324,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2010,0.1181,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2011,0.1250,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2012,0.1391,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2013,0.1563,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2014,0.1767,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2015,0.1767,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2016,0.1716,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2017,0.1711,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2018,0.1672,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2019,0.1595,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2020,0.1674,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EL,2021,0.1680,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2010,0.1728,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2011,0.1981,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2012,0.2190,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2013,0.2228,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2014,0.2165,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2015,0.2309,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2016,0.2185,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2017,0.2296,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2018,0.2383,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2019,0.2403,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2020,0.2239,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,ES,2021,0.2323,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2010,0.1725,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2011,0.1858,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2012,0.1916,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2013,0.2042,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2014,0.2058,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2015,0.2083,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2016,0.2051,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2017,0.2086,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2018,0.2099,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2019,0.2170,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2020,0.2134,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,EU27_2020,2021,0.2203,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2010,0.1325,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2011,0.1540,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2012,0.1549,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2013,0.1578,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2014,0.1563,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2015,0.1552,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2016,0.1541,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2017,0.1581,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2018,0.1612,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2019,0.1734,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2020,0.1740,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FI,2021,0.1767,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2010,0.1283,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2011,0.1383,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2012,0.1392,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2013,0.1524,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2014,0.1585,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2015,0.1676,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2016,0.1685,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2017,0.1704,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2018,0.1748,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2019,0.1778,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2020,0.1893,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,FR,2021,0.1946,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,GE,2018,0.0685,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,GE,2019,0.0809,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,GE,2020,0.0663,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,GE,2021,0.0631,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2010,0.1151,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2011,0.1137,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2012,0.1208,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2013,0.1372,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2014,0.1312,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2015,0.1317,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2016,0.1311,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2017,0.1196,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2018,0.1311,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2019,0.1321,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2020,0.1301,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HR,2021,0.1291,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2010,0.1701,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2011,0.1682,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2012,0.1549,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2013,0.1397,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2014,0.1202,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2015,0.1127,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2016,0.1114,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2017,0.1125,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2018,0.1123,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2019,0.1120,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2020,0.1031,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,HU,2021,0.1003,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2010,0.1804,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2011,0.1901,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2012,0.2155,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2013,0.2295,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2014,0.2407,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2015,0.2426,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2016,0.2320,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2017,0.2305,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2018,0.2369,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2019,0.2423,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2020,0.2413,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IE,2021,0.2555,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IS,2012,0.1110,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IS,2013,0.1053,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IS,2014,0.1133,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IS,2015,0.1197,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IS,2016,0.1312,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IS,2017,0.1598,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IS,2018,0.1545,
ESTAT:TEN00117(1.0),27/10/22 23:00:00,A,6000,EUR,KWH,MSHH,IS,2019,0.1429,
